0,b2:6c:ac:9f:f1:c5,paysday,2,-82,32.10439907,35.20950143,720.9522612,2017-12-03 08:53:56,Approx. w-center algo1
1,3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,6,-61,32.10312798,35.20973682,699.1815541,2017-12-03 09:03:58,Approx. w-center algo1
2,1c:b9:c4:16:e5:a8,Ariel_University,6,-76,32.10345566,35.20982513,700.0370211,2017-12-03 09:07:13,Approx. w-center algo1
3,1c:b9:c4:16:12:e8,Ariel_University,1,-90,32.1035812,35.20879533,702.3207687,2017-12-03 08:45:42,Approx. w-center algo1
4,ec:8c:a2:88:94:17, ,44,-72,32.10297771,35.20877424,696.0646322,2017-12-03 08:41:25,Approx. w-center algo1
5,06:ae:db:3a:64:05,BezeqFree,1,-84,32.10245839,35.20743113,694.8881938,2017-12-03 08:37:27,Approx. w-center algo1
6,1c:b9:c4:16:ed:3c,Ariel_University,44,-71,32.10315479,35.20970633,700.2138959,2017-12-03 09:03:58,Approx. w-center algo1
7,1c:b9:c4:14:36:fc,Ariel_University,36,-84,32.10421298,35.2112093,700.5989323,2017-12-03 08:47:13,Approx. w-center algo1
8,d0:0f:6d:f1:35:2f,Sveta,4,-85,32.10251814,35.20734901,698.9056862,2017-12-03 08:37:15,Approx. w-center algo1
9,ec:8c:a2:88:a9:27, ,44,-81,32.10377986,35.20781816,690.4231966,2017-12-03 08:37:55,Approx. w-center algo1
10,ec:8c:a2:08:a9:28,Ariel_University,11,-71,32.10336861,35.2077883,690.7184157,2017-12-03 08:38:10,Approx. w-center algo1
11,1c:b9:c4:15:3a:3c,Ariel_University,44,-82,32.1020492,35.20957634,691.3318336,2017-12-03 08:41:53,Approx. w-center algo1
12,b2:6c:ac:a0:3d:eb,sinusafe,3,-72,32.10330339,35.20910102,690.951637,2017-12-03 08:58:13,Approx. w-center algo1
13,ec:8c:a2:08:a9:2c,Ariel_University,44,-81,32.10376649,35.2078318,690.3776746,2017-12-03 08:38:10,Approx. w-center algo1
14,1c:b9:c4:16:04:7c,Ariel_University,60,-81,32.10227174,35.20927736,704.3875712,2017-12-03 08:54:29,Approx. w-center algo1
15,14:ae:db:58:0d:6d,__ery,11,-91,32.10258799,35.20759021,693.1085203,2017-12-03 08:37:33,Approx. w-center algo1
16,1c:b9:c4:16:ed:48,Ariel_University,6,-81,32.10373399,35.21021312,702.116405,2017-12-03 09:05:51,Approx. w-center algo1
17,00:1a:dd:f4:fc:85,Afikim_Wifi,8,-78,32.10621149,35.21194839,689.2763253,2017-12-03 08:39:19,Approx. w-center algo1
18,ec:8c:a2:08:94:18,Ariel_University,1,-60,32.10285563,35.20903208,691.7178917,2017-12-03 08:50:35,Approx. w-center algo1
19,ec:8c:a2:08:a9:38,Ariel_University,6,-81,32.10276969,35.20753617,695.1730814,2017-12-03 08:37:45,Approx. w-center algo1
20,f8:e7:1e:33:87:38,Police_Shomron,1,-86,32.10621149,35.21194839,689.2763253,2017-12-03 08:39:19,Approx. w-center algo1
21,00:1a:dd:f4:fc:84, ,8,-77,32.10621149,35.21194839,689.2763253,2017-12-03 08:39:19,Approx. w-center algo1
22,ec:8c:a2:88:a9:37, ,36,-81,32.10325457,35.20776622,690.8153989,2017-12-03 08:37:55,Approx. w-center algo1
23,a2:6c:ac:a0:60:4d,incentive2,1,-72,32.10429526,35.20945966,689.2506394,2017-12-03 08:40:58,Approx. w-center algo1
24,1c:b9:c4:14:2b:c8,Ariel_University,6,-69,32.10503585,35.21107031,703.7185,2017-12-03 08:44:54,Approx. w-center algo1
25,b2:6c:ac:9f:fb:1f,iagree,1,-69,32.10459991,35.20974171,689.246606,2017-12-03 08:50:01,Approx. w-center algo1
26,ec:8c:a2:08:a9:3c,Ariel_University,36,-75,32.10294523,35.20767327,691.0835484,2017-12-03 08:37:49,Approx. w-center algo1
27,1c:b9:c4:14:2f:68,Ariel_University,6,-67,32.10269516,35.20883879,699.1812167,2017-12-03 08:46:03,Approx. w-center algo1
28,1c:b9:c4:16:05:7c,Ariel_University,36,-89,32.10488377,35.21087308,708.8970101,2017-12-03 08:45:09,Approx. w-center algo1
29,1c:b9:c4:94:2b:d7, ,36,-78,32.10225881,35.20939316,699.0496325,2017-12-03 08:50:47,Approx. w-center algo1
30,00:1d:aa:81:d8:3c,KCG-ADSL,3,-64,32.10291094,35.20974052,701.4961081,2017-12-03 09:04:06,Approx. w-center algo1
31,1c:b9:c4:95:43:e7, ,36,-90,32.10199116,35.20958211,691.3292747,2017-12-03 08:41:50,Approx. w-center algo1
32,a2:6c:ac:a0:60:55,incentive2,36,-82,32.10456879,35.2096993,704.333147,2017-12-03 08:53:50,Approx. w-center algo1
33,b2:6c:ac:9f:fb:27,iagree,36,-89,32.10489301,35.20928225,690.7435731,2017-12-03 08:41:04,Approx. w-center algo1
34,ec:8c:a2:08:92:48,Ariel_University,6,-85,32.10461272,35.20792964,689.6670161,2017-12-03 08:38:25,Approx. w-center algo1
35,1c:b9:c4:15:23:5c,Ariel_University,36,-91,32.1040793,35.20894494,693.2106003,2017-12-03 08:41:10,Approx. w-center algo1
36,58:70:c6:fb:96:30,YICarCam_fb9630,5,-88,32.10473133,35.21000489,687,2017-12-03 08:49:58,Approx. w-center algo1
37,1c:b9:c4:16:e5:ac,Ariel_University,36,-88,32.10360555,35.20981183,696.984537,2017-12-03 08:42:17,Approx. w-center algo1
38,ec:8c:a2:08:79:88,Ariel_University,1,-88,32.10493455,35.21099369,688.9904963,2017-12-03 08:40:34,Approx. w-center algo1
39,1c:b9:c4:15:43:e8,Ariel_University,1,-75,32.10251481,35.20885904,696.9261098,2017-12-03 08:46:12,Approx. w-center algo1
40,1c:b9:c4:14:2b:d8,Ariel_University,1,-63,32.10243088,35.20945792,695.057588,2017-12-03 08:58:13,Approx. w-center algo1
41,ec:8c:a2:08:92:4c,Ariel_University,36,-88,32.10461272,35.20792964,689.6670161,2017-12-03 08:38:25,Approx. w-center algo1
42,c8:be:19:07:77:b9,Bezeq-N_0777b8,11,-88,32.10413713,35.21082446,704.7212452,2017-12-03 08:51:42,Approx. w-center algo1
43,1c:b9:c4:94:2b:c7, ,36,-80,32.10502713,35.21103245,700.7822284,2017-12-03 08:44:55,Approx. w-center algo1
44,8c:0c:90:6f:36:58, ,1,-74,32.1046934,35.20992463,706.1602376,2017-12-03 08:53:44,Approx. w-center algo1
45,8c:0c:90:2f:36:58,Ariel_University,1,-71,32.10473817,35.20995159,700.6173637,2017-12-03 08:45:10,Approx. w-center algo1
46,90:6c:ac:a0:3d:eb,Guest,3,-73,32.10352376,35.20932342,694.2212035,2017-12-03 08:58:28,Approx. w-center algo1
47,1c:b9:c4:15:1c:bc,Ariel_University,36,-90,32.10338816,35.20978021,713.0579803,2017-12-03 08:46:43,Approx. w-center algo1
48,00:27:19:13:fc:a4,KCG_20,11,-85,32.10540176,35.21190224,696.2605175,2017-12-03 08:39:31,Approx. w-center algo1
49,24:79:2a:2b:02:78,Ariel_University,6,-80,32.10381301,35.21016707,708,2017-12-03 09:06:35,Approx. w-center algo1
50,1c:b9:c4:94:2f:67, ,36,-84,32.10293474,35.20878314,707.529971,2017-12-03 08:50:36,Approx. w-center algo1
51,d0:bf:9c:db:31:30,HP-Print-30-Officejet 7610,6,-73,32.10463177,35.20979575,698.6581892,2017-12-03 08:50:01,Approx. w-center algo1
52,ec:8c:a2:09:93:b8,Ariel_University,11,-90,32.1029743,35.20769755,690.9460551,2017-12-03 08:37:45,Approx. w-center algo1
53,24:79:2a:2b:34:e8,Ariel_University,1,-90,32.10507123,35.21145722,693.5785828,2017-12-03 08:49:10,Approx. w-center algo1
54,1c:b9:c4:95:23:57, ,36,-92,32.1040793,35.20894494,693.2106003,2017-12-03 08:41:10,Approx. w-center algo1
55,1c:b9:c4:96:05:77, ,36,-90,32.10490479,35.21124745,697.4311692,2017-12-03 08:42:59,Approx. w-center algo1
56,1c:b9:c4:16:05:78,Ariel_University,6,-78,32.104651,35.20999041,702.7787035,2017-12-03 08:45:28,Approx. w-center algo1
57,1c:b9:c4:15:23:58,Ariel_University,6,-78,32.10400839,35.20911637,690.2637146,2017-12-03 08:50:04,Approx. w-center algo1
58,3c:52:82:ef:d4:56,DIRECT-55-HP DeskJet 3630 series,6,-73,32.1021681,35.20937759,695.8509565,2017-12-03 08:46:12,Approx. w-center algo1
59,e4:95:6e:40:87:1a,OOP_course,1,-20,32.10300921,35.2096084,701,2017-12-03 09:01:13,Approx. w-center algo1
60,1c:b9:c4:16:f1:48,Ariel_University,1,-73,32.10222192,35.2093085,690.0153555,2017-12-03 08:46:09,Approx. w-center algo1
61,3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,6,-72,32.1036508,35.20995557,701.139337,2017-12-03 09:06:51,Approx. w-center algo1
62,90:6c:ac:a0:7b:4d,EVE,11,-64,32.10465689,35.20985696,688.4427578,2017-12-03 08:45:13,Approx. w-center algo1
63,1c:b9:c4:96:cd:17, ,36,-89,32.10544864,35.21192983,691.5885471,2017-12-03 08:39:34,Approx. w-center algo1
64,1c:b9:c4:96:f1:47, ,36,-83,32.10215532,35.20926007,703.3361961,2017-12-03 08:46:13,Approx. w-center algo1
65,00:11:6b:11:7e:0c,yosh,1,-87,32.10487984,35.21069104,694.118407,2017-12-03 08:49:58,Approx. w-center algo1
66,70:5a:0f:57:04:17,DIRECT-B1-HP DeskJet 3830 series,11,-84,32.10474846,35.21005988,687,2017-12-03 08:45:10,Approx. w-center algo1
67,8c:0c:90:2e:16:88,Ariel_University,11,-78,32.10360482,35.20915194,702.0049343,2017-12-03 08:45:42,Approx. w-center algo1
68,24:79:2a:2b:24:98,Ariel_University,1,-81,32.10428022,35.21049102,693.8200288,2017-12-03 08:51:42,Approx. w-center algo1
69,00:27:22:f3:bb:3a, ,6,-86,32.10353355,35.20781292,690.579513,2017-12-03 08:38:10,Approx. w-center algo1
70,1c:b9:c4:14:30:3c,Ariel_University,44,-80,32.10302505,35.20967065,703.7571115,2017-12-03 09:03:53,Approx. w-center algo1
71,84:c9:b2:4a:e7:87,dlink,2,-86,32.10441405,35.20788087,689.9496965,2017-12-03 08:38:22,Approx. w-center algo1
72,00:8c:54:90:ce:d1,victoria,11,-89,32.10251744,35.20733873,695.5775666,2017-12-03 08:37:24,Approx. w-center algo1
73,1c:b9:c4:16:cd:18,IT-MNG,1,-75,32.10576015,35.21206399,690.4608693,2017-12-03 08:39:31,Approx. w-center algo1
74,1c:b9:c4:15:25:4c,Ariel_University,44,-87,32.10474846,35.21005988,687,2017-12-03 08:45:10,Approx. w-center algo1
75,f8:e7:1e:33:87:3c,Police_Shomron,36,-86,32.10578181,35.21207188,690.5323471,2017-12-03 08:39:28,Approx. w-center algo1
76,1c:b9:c4:15:3a:28,Ariel_University,1,-87,32.10544864,35.21192983,691.5885471,2017-12-03 08:39:34,Approx. w-center algo1
77,00:25:86:cc:00:f8,AUC_54_R,5,-74,32.10396304,35.20844384,691.9214773,2017-12-03 08:38:19,Approx. w-center algo1
78,24:79:2a:2b:24:9c,Ariel_University,36,-87,32.10406542,35.21056381,697.5076284,2017-12-03 08:42:32,Approx. w-center algo1
79,1c:b9:c4:94:36:f7, ,36,-89,32.10421175,35.21118934,697.9876833,2017-12-03 08:42:41,Approx. w-center algo1
80,8c:0c:90:af:76:53, ,6,-90,32.10521012,35.21178481,692.3377116,2017-12-03 08:39:49,Approx. w-center algo1
81,34:0b:01:19:21:42,afikim-wifi,7,-91,32.1025333,35.20726399,699.2877605,2017-12-03 08:37:10,Approx. w-center algo1
82,1c:b9:c4:15:25:48,Ariel_University,1,-72,32.10471467,35.20995937,697.40508,2017-12-03 08:45:13,Approx. w-center algo1
83,1c:b9:c4:16:f1:5c,Ariel_University,52,-77,32.10331056,35.20975755,703.9414788,2017-12-03 09:05:39,Approx. w-center algo1
84,1c:b9:c4:16:f1:58,Ariel_University,6,-72,32.10311985,35.20967723,703.3801832,2017-12-03 09:03:50,Approx. w-center algo1
85,1c:b9:c4:15:3a:38,Ariel_University,11,-74,32.10202406,35.20952875,697.4653454,2017-12-03 08:54:44,Approx. w-center algo1
86,48:ee:0c:3e:86:dd,tachlit3,7,-85,32.10238354,35.20883676,689.4879837,2017-12-03 08:46:06,Approx. w-center algo1
87,24:79:2a:2b:34:a8,Ariel_University,11,-92,32.10533815,35.21187488,692.0554072,2017-12-03 08:39:37,Approx. w-center algo1
88,24:c9:a1:36:52:d8,Ariel_University,1,-90,32.10481856,35.21012315,726.1049343,2017-12-03 08:53:41,Approx. w-center algo1
89,f8:e9:03:12:ef:3b,ShapeDo,6,-67,32.1047721,35.20959198,689.4143707,2017-12-03 08:45:16,Approx. w-center algo1
90,f8:e9:03:12:ef:3c,ShapeDo-5GHz,60,-75,32.10456801,35.20967932,689.8684136,2017-12-03 08:45:16,Approx. w-center algo1
91,1c:b9:c4:14:36:f8,Ariel_University,6,-78,32.10441032,35.21125891,695.4770575,2017-12-03 08:42:41,Approx. w-center algo1
92,1c:b9:c4:96:f1:57, ,52,-82,32.10326045,35.20974024,703.9055825,2017-12-03 09:00:33,Approx. w-center algo1
93,1c:b9:c4:16:cd:1c,Ariel_University,36,-88,32.10578181,35.21207188,690.5323471,2017-12-03 08:39:28,Approx. w-center algo1
94,00:1a:dd:f4:ef:c4, ,1,-87,32.10614939,35.21138727,688.8993666,2017-12-03 08:39:13,Approx. w-center algo1
95,1c:b9:c4:95:3a:37, ,44,-87,32.10204841,35.20930544,690.6637923,2017-12-03 08:41:47,Approx. w-center algo1
96,00:1a:dd:f4:ef:c5,Afikim_Wifi,1,-81,32.10608928,35.21106968,688.7624378,2017-12-03 08:39:10,Approx. w-center algo1
97,cc:fa:00:ae:93:46,bezek freeee,6,-86,32.1026346,35.20757686,692.0341048,2017-12-03 08:37:36,Approx. w-center algo1
98,c0:4a:00:71:ee:ee,Onicom,9,-81,32.1034881,35.20980718,699.2249392,2017-12-03 09:03:09,Approx. w-center algo1
99,00:27:22:f3:bb:2b, ,6,-85,32.10405974,35.20942539,705.4863232,2017-12-03 08:41:07,Approx. w-center algo1
100,70:5a:0f:57:42:43,DIRECT-42-HP DeskJet 3830 series,11,-75,32.10447804,35.20959776,687,2017-12-03 08:45:19,Approx. w-center algo1
101,90:6c:ac:a0:7b:55,EVE,52,-73,32.10467787,35.20981345,708.6936299,2017-12-03 08:53:47,Approx. w-center algo1
102,1c:b9:c4:16:f1:4c,Ariel_University,36,-84,32.10214479,35.2090891,689.2517762,2017-12-03 08:46:12,Approx. w-center algo1
103,1c:b9:c4:15:3a:2c,Ariel_University,36,-92,32.10533815,35.21187488,692.0554072,2017-12-03 08:39:37,Approx. w-center algo1
104,c0:bd:d1:d5:8c:55,AndroidAP,6,-80,32.10312597,35.20921578,696.5,2017-12-03 08:57:58,Approx. w-center algo1
105,b2:6c:ac:a0:7b:4d,magneto,11,-63,32.10471393,35.20995683,697.7191565,2017-12-03 08:45:13,Approx. w-center algo1
106,1c:b9:c4:95:ec:37, ,36,-79,32.10298167,35.20967767,699.3847453,2017-12-03 09:03:58,Approx. w-center algo1
107,1c:b9:c4:14:2c:3c,Ariel_University,52,-75,32.10276209,35.20985341,694.1832047,2017-12-03 09:09:38,Approx. w-center algo1
108,1c:b9:c4:16:ee:9c,Ariel_University,36,-85,32.10259716,35.20992069,696.4473309,2017-12-03 08:42:02,Approx. w-center algo1
109,ec:8c:a2:26:d2:c8,Ariel_University,11,-90,32.10459967,35.20914361,690.8712952,2017-12-03 08:50:13,Approx. w-center algo1
110,1c:b9:c4:15:34:b8,Ariel_University,6,-92,32.10493192,35.21025667,692.7030959,2017-12-03 08:40:49,Approx. w-center algo1
111,24:79:2a:ac:5b:d7, ,36,-82,32.1044413,35.20944049,719.699929,2017-12-03 08:53:53,Approx. w-center algo1
112,1c:b9:c4:14:30:08,Ariel_University,1,-81,32.10500265,35.21058719,699.7817081,2017-12-03 08:45:04,Approx. w-center algo1
113,ec:8c:a2:88:7b:87, ,40,-76,32.10392178,35.20789537,690.2937519,2017-12-03 08:38:13,Approx. w-center algo1
114,ec:8c:a2:09:0c:cc,Ariel_University,44,-80,32.10321892,35.2077604,690.8382412,2017-12-03 08:37:55,Approx. w-center algo1
115,58:70:c6:fb:68:7a,YICarCam_fb687a,5,-88,32.10436268,35.20927747,692.9954485,2017-12-03 08:41:04,Approx. w-center algo1
116,1c:b9:c4:15:fd:e8,IT-MNG,11,-82,32.10534577,35.2116931,691.3431389,2017-12-03 08:39:40,Approx. w-center algo1
117,34:8f:27:20:89:b8,Ariel_University,6,-78,32.10391748,35.20908543,691.0319249,2017-12-03 08:41:04,Approx. w-center algo1
118,1c:b9:c4:16:ee:98,Ariel_University,6,-73,32.10293465,35.2099617,693.2698385,2017-12-03 09:04:26,Approx. w-center algo1
119,1c:b9:c4:15:ed:b8,IT-MNG,1,-82,32.10336184,35.20975078,700.4082398,2017-12-03 09:05:39,Approx. w-center algo1
120,00:1a:dd:f4:ef:04,PEPWAVE_9481,1,-76,32.10596257,35.21055154,688.6825017,2017-12-03 08:39:04,Approx. w-center algo1
121,1c:b9:c4:15:fd:ec,Ariel_University,40,-76,32.10533712,35.21185989,691.9964341,2017-12-03 08:39:40,Approx. w-center algo1
122,1c:b9:c4:12:7c:c8,Ariel_University,11,-65,32.10311016,35.20874773,700.0597016,2017-12-03 08:45:57,Approx. w-center algo1
123,1c:b9:c4:95:fd:47, ,36,-87,32.10364711,35.20952504,702.106015,2017-12-03 08:46:49,Approx. w-center algo1
124,1c:b9:c4:15:36:9c,Ariel_University,36,-82,32.10519176,35.21121997,703.6200349,2017-12-03 08:44:54,Approx. w-center algo1
125,b2:6c:ac:a0:7b:55,magneto,52,-73,32.10467817,35.20981365,708.5120395,2017-12-03 08:53:47,Approx. w-center algo1
126,a2:6c:ac:a0:18:29,artsim,6,-75,32.10347582,35.20925092,690.5389226,2017-12-03 08:57:43,Approx. w-center algo1
127,1c:b9:c4:14:2b:88,Ariel_University,11,-72,32.10312577,35.20967355,699.0491172,2017-12-03 09:03:53,Approx. w-center algo1
128,1c:b9:c4:12:90:b8,Ariel_University,11,-74,32.10290713,35.20884223,704.9674158,2017-12-03 08:46:09,Approx. w-center algo1
129,fc:3f:db:9c:36:3d,DIRECT-5C-HP DeskJet 3630 series,6,-79,32.10206173,35.20947286,700.4321,2017-12-03 08:46:18,Approx. w-center algo1
130,1c:b9:c4:14:62:4c,Ariel_University,36,-74,32.10457103,35.2096085,692.8918491,2017-12-03 08:40:58,Approx. w-center algo1
131,1c:b9:c4:16:cd:68,Ariel_University,11,-86,32.10441405,35.20788087,689.9496965,2017-12-03 08:38:22,Approx. w-center algo1
132,b0:48:7a:a1:80:8c,Knoch,4,-86,32.10251814,35.20734901,698.9056862,2017-12-03 08:37:15,Approx. w-center algo1
133,a0:ab:1b:60:b4:ca,36518749,8,-79,32.1022519,35.20930912,692.0549813,2017-12-03 08:50:47,Approx. w-center algo1
134,1c:b9:c4:95:44:87, ,36,-86,32.10475063,35.21122999,699.6870731,2017-12-03 08:51:57,Approx. w-center algo1
135,1c:b9:c4:15:3d:58,Ariel_University,11,-69,32.10201835,35.20957854,698.3869759,2017-12-03 08:46:18,Approx. w-center algo1
136,1c:b9:c4:14:30:0c,Ariel_University,36,-85,32.10506215,35.21071549,692.6868607,2017-12-03 08:40:43,Approx. w-center algo1
137,1c:b9:c4:95:1e:67, ,36,-89,32.10263052,35.21002971,712.9572535,2017-12-03 08:46:31,Approx. w-center algo1
